"country","questionnaire","context","text"
"Peru","Manager","Tax","Agentes para evaluar y proponer mejoras en el sistema de selección de control ordinarios. Revisa modelos ML, identifica oportunidades de mejora y propone correcciones al algoritmo para la revisión de los científicos de datos y mejorar el modelo de gestión de riesgo"
"Peru","Manager","Tax","RAG para consulta de documento institucionales para los procesos de fiscalización"
"Peru","Manager","Tax","Agente para atención de recursos impugnatorios"
"Peru","Systems","Education","Peru Educa, mejorar el aprendizaje en el Peru"
"Peru","Systems","Education","Sonar Qube, control de calidad y seguridad en el código"
"Peru","Systems","Education","chatbot (proyecto)"
"Peru","Systems","Health","QURE IA Apoyo a la toma de decisiones en imagenes de radiografías de tórax"
"Peru","Systems","Health","ENSAP IA asistente virtual Orienta a los usuarios de la escuela nacional de salud pública del MINSA"
"Peru","Systems","Health","LLM En proceso de exploración  con una correcta gestión de riesgos en casos de uso controlados."
"Peru","Systems","PublicFinance","ANDREA"
"Peru","Systems","PublicFinance","MATIAS"
"Peru","Systems","PublicFinance","Plataforma IA para Conectamef"
"Peru","Systems","Tax","Agentes para evaluar y proponer mejoras en el sistema de selección de control ordinarios. Revisa modelos ML, identifica oportunidades de mejora y propone correcciones al algoritmo para la revisión de los científicos de datos y mejorar el modelo de gestión de riesgo"
"Peru","Systems","Tax","RAG para consulta de documento institucionales para los procesos de fiscalización"
"Peru","Systems","Tax","Agente para atención de recursos impugnatorios"
"Philippines","Agency","Agency","eGov AI (available in the eGovPH superapp )"
"Philippines","Manager","CivilService","Project MINAI- Managed Intelligent Network for Advanced Insight"
"Philippines","Manager","CivilService","Single Content Management System"
"Philippines","Manager","Health","KIRA - Katuwang na Impormasyon para sa Responsableng Aksyon - an  AI-powered chatbot delivering timely and reliable health information to the public."
"Philippines","Manager","Health","DOH Data Collect (DDC) Dashboards, which harness AI-enabled analytics to monitor hospital bed capacity and support real-time decision making."
"Philippines","Manager","Procurement","Gemini for Workspace – AI-powered productivity and document assistance for drafting communications, summarizing documents, generating reports, and supporting administrative workflows."
"Philippines","Manager","PublicFinance","Project (Managed Intelligent Network for Advanced Insight)  MINAI- an internal Chatbot for DBM, where in we have ingested DBM documents, such us the Budget, legal documents, Office order and circulars. then that's the time that we could utilized the system."
"Philippines","Manager","PublicFinance","Subscription to Single Content Management System (SCMS) with Chatbot Integration-The Department of Budget and Management (DBM) proposes the Subscription to a Single Content Management System (CMS) with Chatbot Integration to unify, modernize, and secure the management of DBM-managed websites. The project will consolidate multiple portals under a centralized content management platform and integrate AI-powered chatbots to enhance accessibility, transparency, and user engagement across DBM’s digital platforms.
This initiative directly supports the Open Government Partnership (OGP) transparency goals by providing citizens and stakeholders with faster, more reliable access to budget and financial information, while ensuring a consistent brand identity and efficient content governance across all DBM online properties."
"Philippines","Manager","Tax","Revie, BIR's chatbot/digital assistant: Customer Service and Letter of authority (LOA) verifier"
"Philippines","Manager","Tax","Online Registration and Update System (ORUS) uses a registration AI that uses Optical Character Registration (OCR)."
"Philippines","Manager","Tax","BIR's Risk-based audit selection tool is a predictive AI which uses ML algorithms to analyze tax returns to predict which taxpayers are most likely to have under-declared"
"Philippines","Systems","Health","Administrative Issuances"
"Philippines","Systems","PublicFinance","Subscription to Managed Intelligent Network for Advanced Insights (MINAI) Solution for the Department of Budget and Management (DBM)"
"Philippines","Systems","PublicFinance","Subscription to Single Content Management System with AI Chatbot Integration"
"Philippines","Systems","PublicFinance","Renewal of Subscription to Budget Data Analytics and Data Exchange Platform License and Support"
"Philippines","Systems","Tax","Risk-Based Audit Selection System. Per RMO 1-2026, it uses and identifies statistical outliers by comparing a taxpayer's data against industry benchmarks."
"Philippines","Systems","Tax","Revie: Using Natural Language Processing (NLP), it filters/categorizes taxpayer queries using IRIS data to verify user's status before escalating a workflow to a human revenue officer."
"Poland","Agency","Agency","Virtual assistant in mObywatel"
"Poland","Agency","Agency","Assistant in EZD RP"
"Poland","Agency","Agency","RAGs in ministries"
"Poland","Manager","Procurement","Anonymizer removes PII from documents before their publication."
"Poland","Manager","Procurement","Basic metadata extractor pulls data from a PDF judgment and places it into an Excel file."
"Poland","Manager","Procurement","Preliminary formal assessment of an appeal. Metadata extraction from numerous documents of various structures –"
"Portugal","Agency","Agency","AMALIA - AMALIA is the first LLM designed for European Portuguese, with the aim of ensuring Portugal's linguistic and cultural sovereignty. The base version was launched in SEP25 and the full multimodal version (capable of interpreting text, images and video) arrives mid-2026. Use cases will focus on the areas of education, culture, speech, media, science and public administration. The model will be openly available so that it can be used and improved by scientists and development teams on any platform"
"Portugal","Agency","Agency","Virtual Assistant on GOV.PT (public service gateway) -   The Portuguese single digital gateway, Gov.pt, provides a multilingual GenAI virtual assistant (12 languages) that gives real-time guidance on 2.300+ public services. It  benefits citizens, foreign residents and businesses by making information easier to find and understand. It was developed to cut bureaucratic friction (complex navigation, language barriers and long waits) while reducing workload on public administration"
"Portugal","Agency","Agency","LIA - LIA is a chat-based search engine specialized in the legislation published in Portugal Official Gazette. It tries to avoid the challenges most citizens (non-legal trained) have when searching legislation. Lia uses a hybrid architecture to communicate with the users and to return search results. The first version of Lia was able to respond based only on current consolidated legislation. The second version will be able to respond on current consolidated legislation and non-consolidated fragmented legislation. With the expected growth of LLM capabilities and reduction in processing costs is feasible to expect the arrival of full-fledged LLM search engines based on non-fragmented legislation"
"Portugal","Manager","CivilService","Its name is ‘Vitor’. It is a tool designed to answer queries and provide information on the DGAEP’s FAQs."
"Portugal","Manager","Education","Iaedu.pt (making professional LLMs available to higher Education Institutions)"
"Portugal","Manager","Education","Science Counter"
"Portugal","Manager","Education","PRR document auditing checker"
"Portugal","Manager","Health","MODE – The Waste Monitoring Model: Detects waste and fraud in healthcare expenditures. Developed with a hybrid approach combining business rules and unsupervised decision-tree learning, it analyzes billing and prescription data to identify anomalies, assigning risk scores from 0 to 1 to patients, doctors, pharmacies, and providers, with higher scores indicating greater risk."
"Portugal","Manager","Health","Detect SNS 24: Early detection and prevention of skin cancer. Users can capture images of skin lesions using their smartphones, which are then automatically analyzed by an AI model that compares the patterns against validated clinical image databases. The system assigns a risk score to each lesion, enabling early identification of suspicious cases, reducing the time to medical evaluation, and providing objective support to healthcare professionals in clinical decision-making."
"Portugal","Manager","Health","Predictive Coding: Translates data recorded in Electronic Health Records into standardized numeric or alphanumeric formats, allowing diagnoses and procedures to be structured and normalized. High-quality coding is essential not only for accurate hospital financing but also for medical research, epidemiological surveillance, and health system planning."
"Portugal","Manager","PublicFinance","Robotic Process Automation (RPA)"
"Portugal","Manager","PublicFinance","AI-powered Document Intelligence Assistant that enables users to query, analyze, and automatically summarize collections of documents with traceable sources."
"Portugal","Manager","PublicFinance","S3CP - Public sector expert system designed to validate compliance of control processes, ensuring sound public financial management, transparency, and accountability within a budgetary entity or across the public administration."
"Portugal","Manager","Tax","Ebalcão Inteligente – Support triage and response at the digital service desk (ebalcão)"
"Portugal","Manager","Tax","CATIA - Virtual Assistant"
"Portugal","Systems","Education","www.iaedu.pt"
"Portugal","Systems","Education","Science Counter"
"Portugal","Systems","Education","PRR document auditing checker"
"Portugal","Systems","Health","SICO (Death Certificate Information System) applies artificial intelligence to analyze death certificates in real time. Its main purpose is to identify abnormal patterns in mortality data and detect “risk moments” for public health, such as heatwaves or disease outbreaks, allowing health authorities to anticipate risks, issue alerts, and implement preventive measures more quickly and effectively."
"Portugal","Systems","Tax","Ebalcão Inteligente – Support triage and response at the digital service desk (ebalcão)"
"Portugal","Systems","Tax","CATIA – Virtual Chat Bot"
"Saudi Arabia","Agency","Agency","Tele-Stroke Platform – Ministry of Health: The Tele-Stroke Platform is a virtual urgent-care service provided through Seha Virtual Hospital to support stroke management across Saudi Arabia. The Tele-Stroke Platform provides urgent and specialized care for stroke patients by connecting peripheral hospitals with advanced stroke centers through a virtual medical platform. The platform uses artificial intelligence to support real-time CT scan analysis, accelerate diagnosis, reduce unnecessary patient transfers, improve the utilization of specialized medical personnel, lower operational costs, and enhance the quality of healthcare services."
"Saudi Arabia","Agency","Agency","Rased AI Product – Zakat, Tax and Customs Authority:
Rased is an artificial intelligence solution launched by the Zakat, Tax and Customs Authority to forecast incoming and outgoing vehicle movements at land ports. It uses advanced algorithms and predictive analytics based on internal and external factors affecting vehicle flow, providing forecasts at the daily and hourly levels. The solution supports proactive border readiness, improves operational planning and resource allocation, reduces congestion, enhances security, and improves the experience of travelers and land freight operators."
"Saudi Arabia","Agency","Agency","Verification System – Ministry of Human Resources and Social Development:
This AI solution supports compliance and control over establishment data by using artificial intelligence and natural language processing to assess whether an establishment’s trade name aligns with its declared economic activity. It processes unstructured text, detects ambiguity and inconsistencies, and automatically classifies results to support regulatory reporting and decision-making, improving data accuracy, regulatory efficiency, and market transparency."
"Saudi Arabia","Manager","CivilService","AI Cybersecurity Advisor - AI-powered cybersecurity advisor that automatically converts conditional rules written in different query languages into the unified query language used in the ministry’s cyber threat detection systems. This helps strengthen monitoring and detection capabilities for cybersecurity threats across employee devices and ministry platform servers."
"Saudi Arabia","Manager","CivilService","Musaned AI Interview Service - AI-powered behavioral assessment of domestic workers via virtual interviews using facial expression and voice pattern analysis."
"Saudi Arabia","Manager","CivilService","Verification System – Ministry of Human Resources and Social Development:
This AI solution supports compliance and control over establishment data by using artificial intelligence and natural language processing to assess whether an establishment’s trade name aligns with its declared economic activity. It processes unstructured text, detects ambiguity and inconsistencies, and automatically classifies results to support regulatory reporting and decision-making, improving data accuracy, regulatory efficiency, and market transparency"
"Saudi Arabia","Manager","Education","Microsoft Copilot through Madrasati Educational Account, Generative AI tools through Madrasati educational account , Enabling teachers and students to use generative AI tools, such as Microsoft Copilot, for educational content creation, assessment design, classroom support, and learning activities."
"Saudi Arabia","Manager","Education","Student Admission – Predicting student admission outcomes and supporting admission-related decision-making through AI-powered predictive analytics."
"Saudi Arabia","Manager","Education","Madrasati AI Assistant / Chatbot – Providing automated AI-based responses to beneficiaries’ inquiries and supporting users in accessing back-to-school and Madrasati platform services."
"Saudi Arabia","Manager","Health","SEHA Virtual Hospital — AI-supported virtual consultations, tele-ICU, and remote monitoring (world's largest virtual hospital)."
"Saudi Arabia","Manager","Health","Sehhaty - citizen super-app with AI features: symptom guidance, personalized reminders, lab results explanations."
"Saudi Arabia","Manager","Health","Tele-Stroke Platform – Ministry of Health: The Tele-Stroke Platform provides urgent and specialized care for stroke patients by connecting peripheral hospitals with advanced stroke centers through a virtual medical platform. The platform uses artificial intelligence to support real-time CT scan analysis, accelerate diagnosis, reduce unnecessary patient transfers, improve the utilization of specialized medical personnel, lower operational costs, and enhance the quality of healthcare services."
"Saudi Arabia","Manager","Procurement","Generative AI smart assistant that provides beneficiaries with direct access to information on national systems, primarily the Government Tenders and Procurement Law and its implementing regulations, using an approved knowledge base"
"Saudi Arabia","Manager","Procurement","An AI-enabled smart assistant available on Etimad Platform to provide instant responses to user inquiries and support beneficiaries in accessing information related to government procurement and financial services."
"Saudi Arabia","Manager","Procurement","Etimad Developer Portal / Government Contract Data Inquiry API - API-based access to reliable and updated government contract data for integration with beneficiary systems"
"Saudi Arabia","Manager","PublicFinance","Etimad GPT - Generative AI smart assistant that provides beneficiaries with direct access to information on national systems, primarily the Government Tenders and Procurement Law and its implementing regulations, using an approved knowledge base"
"Saudi Arabia","Manager","PublicFinance","An AI-enabled smart assistant available on Etimad Platform to provide instant responses to user inquiries and support beneficiaries in accessing information related to government procurement and financial services."
"Saudi Arabia","Manager","PublicFinance","Etimad Developer Portal / Government Contract Data Inquiry API - API-based access to reliable and updated government contract data for integration with beneficiary systems"
"Saudi Arabia","Manager","Tax","Rased is an artificial intelligence solution launched by the Zakat, Tax and Customs Authority to forecast incoming and outgoing vehicle movements at land ports. It uses advanced algorithms and predictive analytics based on internal and external factors affecting vehicle flow, providing forecasts at the daily and hourly levels. The solution supports proactive border readiness, improves operational planning and resource allocation, reduces congestion, enhances security, and improves the experience of travelers and land freight operators."
"Saudi Arabia","Manager","Tax","AskZiyad (Public Chatbot – taxpayer support and guidance)"
"Saudi Arabia","Manager","Tax","AI Product Classification System (HS code classification automation)"
"Saudi Arabia","Systems","CivilService","Verification System – Ministry of Human Resources and Social Development:
This AI solution supports compliance and control over establishment data by using artificial intelligence and natural language processing to assess whether an establishment’s trade name aligns with its declared economic activity. It processes unstructured text, detects ambiguity and inconsistencies, and automatically classifies results to support regulatory reporting and decision-making, improving data accuracy, regulatory efficiency, and market transparency"
"Saudi Arabia","Systems","CivilService","\ AI Cybersecurity Advisor - AI-powered cybersecurity advisor that automatically converts conditional rules written in different query languages into the unified query language used in the ministry’s cyber threat detection systems. This helps strengthen monitoring and detection capabilities for cybersecurity threats across employee devices and ministry platform servers."
"Saudi Arabia","Systems","CivilService","Musaned AI Interview Service - AI-powered behavioral assessment of domestic workers via virtual interviews using facial expression and voice pattern analysis."
"Saudi Arabia","Systems","Education","Microsoft Copilot through Madrasati Educational Account, Generative AI tools through Madrasati educational account , Enabling teachers and students to use generative AI tools, such as Microsoft Copilot, for educational content creation, assessment design, classroom support, and learning activities."
"Saudi Arabia","Systems","Education","Student Admission – Predicting student admission outcomes and supporting admission-related decision-making through AI-powered predictive analytics."
"Saudi Arabia","Systems","Education","Madrasati AI Assistant / Chatbot – Providing automated AI-based responses to beneficiaries’ inquiries and supporting users in accessing back-to-school and Madrasati platform services."
"Saudi Arabia","Systems","Health","Chronical disease screening"
"Saudi Arabia","Systems","Health","Disease surveillance & outbreak forecasting — early-warning models on notifiable diseases and hospital admissions."
"Saudi Arabia","Systems","Health","Sehhaty AI scheduling & triage — appointment prioritization, no-show prediction, symptom triage."
"Saudi Arabia","Systems","Procurement","Etimad GPT - Generative AI smart assistant that provides beneficiaries with direct access to information on national systems, primarily the Government Tenders and Procurement Law and its implementing regulations, using an approved knowledge base."
"Saudi Arabia","Systems","Procurement","An AI-enabled smart assistant available on Etimad Platform to provide instant responses to user inquiries and support beneficiaries in accessing information related to government procurement and financial services."
"Saudi Arabia","Systems","Procurement","Etimad Developer Portal / Government Contract Data Inquiry API - API-based access to reliable and updated government contract data for integration with beneficiary systems"
"Saudi Arabia","Systems","PublicFinance","Etimad GPT Generative AI smart assistant that provides beneficiaries with direct access to information on national systems, primarily the Government Tenders and Procurement Law and its implementing regulations, using an approved knowledge base"
"Saudi Arabia","Systems","PublicFinance","An AI-enabled smart assistant available on Etimad Platform to provide instant responses to user inquiries and support beneficiaries in accessing information related to government procurement and financial services."
"Saudi Arabia","Systems","PublicFinance","Etimad Developer Portal / Government Contract Data Inquiry API - API-based access to reliable and updated government contract data for integration with beneficiary systems"
"Saudi Arabia","Systems","Tax","Rased - AI-based operational product for managing border crossings by forecasting incoming and outgoing vehicle traffic using historical, weather, seasonal and operational data; supports port readiness, resource allocation, shift scheduling and congestion reduction"
"Saudi Arabia","Systems","Tax","ERAD: Taxation system"
"Saudi Arabia","Systems","Tax","Ask Ziyad digital assistant - AI digital assistant supporting ZATCA beneficiaries with zakat, tax and customs information and service guidance."
"Singapore","Agency","Agency","Pair Chat - A secure AI chatbot for public officers' daily tasks"
"Singapore","Agency","Agency","AIBots - platform for Public Officers to create customised Generative AI chatbots"
"Singapore","Agency","Agency","Transcribe, a speech-to-text platform that allows public officers to instantaneously receive live transcriptions of their source materials"
"Singapore","Manager","CivilService","AI-powered recommender / bot for Service Delivery - To provide personalised, proactive and omni-channel recommendations on relevant Govt schemes to citizens"
"Singapore","Manager","CivilService","Pair Chat"
"Singapore","Manager","CivilService","Query@Gov HR Chatbot - To respond to Employee queries on HR policies"
"Singapore","Manager","Education","Learning assistant (LEA) - student tutoring"
"Singapore","Manager","Education","LangBuddy - interactive mother tongue language voice chatbot"
"Singapore","Manager","Education","Markly - teacher's marking co-pilot"
"Singapore","Manager","Health","AI 360 View"
"Singapore","Manager","Health","Ask MOH"
"Singapore","Manager","Health","Claims Fraud Detection"
"Singapore","Manager","Procurement","Instruction Manual (IM) Query Chatbot, allows users to query on procurement IM"
"Singapore","Manager","Procurement","Specification Drafter to allow users to generate a first draft of requirement specifications using a combination of historical requirement specifications and users prompts"
"Singapore","Manager","Procurement","Small Value Purchase (SVP) Assistant helps users navigate small value procurement rules and processes, providing direct links to relevant procurement guidelines, internal workflow procedures, and user guides"
"Singapore","Manager","PublicFinance","Virtual Intelligent Chat Assistant (VICA) - provide answers to public enquries"
"Singapore","Manager","Tax","Virtual Intelligent Chat Assistant (VICA): AI powered IRAS Bot to automate and enhance taxpayer enquiry handling"
"Singapore","Manager","Tax","Intelligent Network Analysis Tool (iNAT): In house network analysis tool that maps and analyses taxpayer relationships to strengthen compliance and investigative work."
"Singapore","Manager","Tax","Smart Writing Engine for Emails (SWEE): In house GenAI writing assistant"
"Singapore","Systems","CivilService","Job Description Generation - Generate Job description for roles to be hired in the agency"
"Singapore","Systems","CivilService","Query@Gov Chatbot - To answer Employee's queries on HR Policies"
"Singapore","Systems","CivilService","Orion CV Screening -To screen CVs of potential applicants to public sector jobs"
"Singapore","Systems","Education","LangBuddy Mother Tongue language learning app"
"Singapore","Systems","Education","Markly - AI feedback marking assistant"
"Singapore","Systems","Education","AI Platform - evaluation of AI trust, safety, accuracy"
"Singapore","Systems","Health","AI 360 Regulation"
"Singapore","Systems","Health","Aberration Check"
"Singapore","Systems","Health","Claims Fraud Detection"
"Singapore","Systems","Procurement","Procurement Workload Forecast Dashboard - Allows agencies to do a 6 months forecast of possible workload based on past trends (2 or 3 years). Also help agency identify possible spike in procurement workload in the upcoming month(s) so that adequate manpower can be planned beforehand."
"Singapore","Systems","Procurement","Category Code Recommender - Automatically recommends the most relevant procurement category code"
"Singapore","Systems","Procurement","Procurement Documents Drafter - Allows agencies to generate documents based on their chosen documents such as Specifications and Approval of Requirements"
"Singapore","Systems","PublicFinance","AI for FI - A GenAI custom-built python application that empowers finance officers or business users to obtain quick insights (in the form of natural language narrative and visualisation charts) from finance-related data by asking natural language queries without requiring any prior knowledge of structured query language (SQL) or data analytics."
"Singapore","Systems","PublicFinance","Cumulus - PRISM Machine Learning for Predicting Late Supplier Payments. Machine Learning Model to analyse historical patterns within supplier invoices and predict late supplier payments. This will allow agencies to take pre-emptive actions to mitigate the risk of late supplier payments and to achieve WOG KPI on prompt payment"
"Singapore","Systems","PublicFinance","AGEM - Audit Insights & Reporting (AIR) Tools. GenAI Bots used to detect discrepancies in transactions, accuracy and completeness of documentation, and checks against SOPs to detect non-compliance against policy and best practices."
"Singapore","Systems","Tax","Nil"
"South Sudan","Agency","Agency","1. Disaster Management and Forecasting: The South Sudan Red Cross (SSRC) and OCHA use INFLOW-AI to forecast Nile flooding using transformer models, allowing for anticipatory funding and faster disaster response. AI algorithms and neural networks have also been used to predict flood risks with high accuracy. 
2. Agricultural Support: AI-powered mobile solutions, such as Smart Cassava, are being introduced for crop diagnosis and severity analysis. Machine learning models (like CropGuard) are used to detect and drive away birds to protect crops
3. Disaster Communication Chatbots: UNESCO has trained personnel on AI chatbots to disseminate disaster information, identify safe locations, and improve disaster response efficiency."
"South Sudan","Agency","Agency","Smart Casava"
"South Sudan","Agency","Agency","South Sudan Disaster Communication Chatbots:"
"Tajikistan","Agency","Agency","Smart City cameras and traffic control"
"Tajikistan","Agency","Agency","Centralized portal of public services"
"Tajikistan","Manager","Tax","accounting of individuals"
"Tajikistan","Systems","Tax","Accounting for individuals"
"Tajikistan","Systems","Tax","Registration in the ""My Tax"" mobile application"
"Tajikistan","Systems","Tax","Registration as an individual entrepreneur"
"Thailand","Agency","Agency","Ask AI"
"Thailand","Agency","Agency","Facial Recognition Technology : FRT"
"Thailand","Agency","Agency","MOT Executive Dashboard"
"Thailand","Manager","CivilService","M365 Copilot"
"Thailand","Manager","Health","AI Chest X-ray (pulmonary tuberculosis and lung cancer detection)"
"Thailand","Manager","Health","MOR-ASR Documentation"
"Thailand","Manager","Procurement","Copilot"
"Thailand","Manager","Procurement","ChatGPT"
"Thailand","Manager","PublicFinance","Chat GPT – research, analyze data"
"Thailand","Manager","PublicFinance","Gemini – research, analyze data"
"Thailand","Manager","PublicFinance","Notebooklm – presentation"
"Thailand","Manager","Tax","Nong Aree: Provides tax-related inquiry services for the public."
"Thailand","Manager","Tax","RD - DocChat: Answers questions based on relevant documents."
"Thailand","Manager","Tax","RD - DocGen: Generates official government correspondence."
"Thailand","Systems","CivilService","Check the Photos of government officials"
"Thailand","Systems","Health","AI Chest X-ray (pulmonary tuberculosis and lung cancer detection)"
"Thailand","Systems","Health","Ai Retina (Diabetic retinopathy detection)"
"Thailand","Systems","Health","Medical document summarization"
"Turkiye","Agency","Agency","Turkish Brain Project: By analyzing MRI scans of patients with brain tumors, artificial intelligence algorithms can be trained, and with the help of advanced scientific techniques, abnormal areas in the brain can be identified and subsequently classified."
"Turkiye","Agency","Agency","Digital Eye – Mammography Project: aims to revolutionize the early diagnosis of breast cancer. The goal is to enhance the accuracy of radiologists’ mammography evaluation processes and minimize issues arising from human error through a newly developed AI-powered decision support system. The AI model analyzes mammography images to identify high-risk cases and prioritizes these for review by radiologists."
"Turkiye","Agency","Agency","Digital Eye – Liver Project: The project performs AI-powered mass detection and classification. The AI models developed were integrated into the reporting system of the Ministry of Health’s Cancer Early Diagnosis Screening and Education Center, and the system’s first version was put into use. This provided support to relevant specialists for the faster and prioritized reporting of patients with potentially malignant masses. Additionally, an AI-based decision support system was provided to radiologists for testing purposes during the review of patients’ mammography images at hospitals affiliated with Başkent and Ankara Universities."
"Turkiye","Manager","CivilService","Kariyer Kapısı: A career platform developed through e-Government integration to enhance merit and competence in employment and to share job and internship postings with the public in an effective, transparent, and reliable manner"
"Turkiye","Manager","CivilService","Kamu Personel Bilgi Sistemi: The Public Personnel Information System (KPBS/PBS) is a system operated by the Presidency of Strategy and Budget that centralizes all data related to public sector employees—including personnel records, appointments, staffing, leave, and disciplinary actions—in a centralized digital platform. Its objectives are to reduce bureaucracy, save time and labor, lower error rates, and provide efficient and transparent human resources management."
"Turkiye","Manager","CivilService","."
"Turkiye","Manager","Education","MEBBYS – AI-supported decision-support and business intelligence system integrated with GIS. Uses ML on large-scale educational, administrative, and spatial data for predictive analytics, early warning capabilities, and real-time insights supporting strategic planning and resource allocation.

Ai-based personalized guidance robot for lifelong learners

With the piloted guidance and course recommendation module, trainees are directed to the most suitable training programs by taking into account their age, education level, city of residence, and previous learning. Thanks to this personalized system, individuals aim to access courses that match their interests and needs more quickly. Developed with a digital guidance approach, the application is a chat-bot that will enable individuals to choose the most suitable training for them.

MEBİ Individual Learning Platform
It is s a digital educational ecosystem developed by the Ministry of National Education (MEB) to provide personalized, AI-supported learning for students and graduates."
"Turkiye","Manager","Education","EBA Assistant – LLM-based personalised learning assistant. Delivers customised content recommendations, study plans, and instant academic support to students based on learner data. Leverages generative AI and learning analytics to enhance student engagement and self-regulated learning."
"Turkiye","Manager","Education","DİLİM – AI-supported language learning platform aligned with CEFR. Uses AI-based assessment models to analyse learner performance in speaking and writing tasks. Supports adaptive learning pathways by providing targeted feedback tailored to individual proficiency levels."
"Turkiye","Manager","Health","AI-Based Decision Support System for Mammography Images: AI-assisted radiological decision support for early breast cancer detection in mammography screening"
"Turkiye","Manager","Health","Brain CT Stroke AI Project: Automatic detection of stroke (hemorrhage/occlusion) from CT images"
"Turkiye","Manager","Health","MKYS Artificial Intelligence Project: To extract product attributes from free-text medical supply records, standardize the data, and detect duplicate entries to improve data quality"
"Turkiye","Manager","Procurement","Summarization of complaint appeal"
"Turkiye","Manager","Procurement","."
"Turkiye","Manager","PublicFinance","AI supported accounting and Advanced Analytic Platform to detect anomalies on public expenditure"
"Turkiye","Manager","PublicFinance","."
"Turkiye","Manager","Tax","SARP: A computer program known as the “Fake Document Risk Analysis Program” (SARP) has been developed to analyze the risk profiles of taxpayers who issue fake invoices using a quantitative measurement method. This program calculates a monthly risk score for all active value-added tax taxpayers in Türkiye."
"Turkiye","Manager","Tax","OZELGE Project: This project aims to identify similar records by analyzing data in the ruling database using Artificial Intelligence, automate manual query processes, and ensure full digital integration with the Revenue Administration’s Ruling Commission. By developing an automation infrastructure capable of quickly providing the most appropriate and accurate responses to taxpayer requests, the project aims to enhance operational efficiency while maximizing tax compliance and taxpayer satisfaction."
"Turkiye","Manager","Tax","."
"Turkiye","Systems","CivilService","Kariyer kapısı"
"Turkiye","Systems","CivilService","Kamu Personeli Bilgi Sistemi"
"Turkiye","Systems","CivilService","."
"Turkiye","Systems","Education","MEBBYS – AI-supported decision-support and ministry intelligence system integrated with GIS. Uses ML on large-scale educational, administrative, and spatial data for predictive analytics, early warning, and real-time insights supporting strategic planning and resource allocation."
"Turkiye","Systems","Education","EBA Assistant – LLM-based personalised learning assistant delivering customised content recommendations, study plans, and instant academic support to students based on learner data."
"Turkiye","Systems","Education","DİLİM – AI-supported language learning platform aligned with CEFR, using AI-based assessment models to analyse learner performance in speaking and writing tasks and provide adaptive feedback"
"Turkiye","Systems","Health","AI-Based Decision Support System for Mammography Images: AI-assisted radiological decision support for early breast cancer detection in mammography screening"
"Turkiye","Systems","Health","Brain CT Stroke AI Project: Automatic detection of stroke (hemorrhage/occlusion) from CT images"
"Turkiye","Systems","Health","MKYS Artificial Intelligence Project: To extract product attributes from free-text medical supply records, standardize the data, and detect duplicate entries to improve data quality"
"Turkiye","Systems","Procurement","Summarization of complaint appeal"
"Turkiye","Systems","Procurement","."
"Turkiye","Systems","PublicFinance","AI Supported Accounting and Advanced Analytic Platform to detect anomalies on public expenditure"
"Turkiye","Systems","PublicFinance","."
"Turkiye","Systems","Tax","SARP: A computer program known as the “Fake Document Risk Analysis Program” (SARP) has been developed to analyze the risk profiles of taxpayers who issue fake invoices using a quantitative measurement method. This program calculates a monthly risk score for all active value-added tax taxpayers in Türkiye."
"Turkiye","Systems","Tax","Ozelge: This project aims to identify similar records by analyzing data in the ruling database using Artificial Intelligence, automate manual query processes, and ensure full digital integration with the Revenue Administration’s Ruling Commission. By developing an automation infrastructure capable of quickly providing the most appropriate and accurate responses to taxpayer requests, the project aims to enhance operational efficiency while maximizing tax compliance and taxpayer satisfaction."
"Turkiye","Systems","Tax","."
"Uganda","Agency","Agency","AI-HR ASSISTANT ;- This is a chatbot embedded in our Electronic Document Management System that supports HR related queries, consultations about staff administration."
"Uganda","Systems","PublicFinance","Intergrated Financial Management System (Oracle Enterprise Business Suite) Configuration Support – an NLP agent extracts a snapshot of the current system configuration state, covering workflow and business logic, security rules, role segregation, and cross-MDA data access conditions. It then analyses existing configurations to recommend workflow optimisations, security hardening measures, and data validation checks aligned with best practices. Rule-based integrity checks validate that proposed configurations will not violate data integrity, security, or compliance requirements. AI-assisted test scripts and data scenarios are generated to validate new configurations in the test environment before migration to production."
"Uganda","Systems","PublicFinance","Electronic Document and Records Management System; AI-assisted document review, upload, and classification across systems; personalized document search and preference-based notifications; and AI-powered retrieval and summarisation of archived documents—including policies and treasury instructions—with results linked directly to source documents"
"Uganda","Systems","PublicFinance","AI-assisted call center dynamically generates accurate, policy-compliant responses to citizen enquiries by processing natural-language prompts against Treasury knowledge bases and operational workflows. The system routes complex questions to the appropriate specialist, and provides agents with real-time suggested replies, reducing average handle times and improving overall service quality"
"Uganda","Systems","Tax","Image analysis for NII"
"Ukraine","Agency","Agency","Diia AI - This is the world's first national AI assistant. An assistant that can fulfill your requests and provide ready-made services directly in the chat on the main page of the Diya portal."
"Ukraine","Manager","CivilService","1"
"Ukraine","Manager","Health","Digital vision screening using artificial intelligence – a project aimed at the early detection of retinal damage in patients with diabetes, with a view to ensuring timely referral to an ophthalmologist and reducing the risk of vision loss."
"Ukraine","Manager","Health","The use of artificial intelligence to analyse CT scan results – healthcare facilities are introducing AI-based solutions for analysing CT scans, enabling doctors to assess scan results more quickly and accurately."
